Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-urwj,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Spreadsheet: vot,Spreadsheet: coda_vc,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
178,1734454124450,17/12/2024 16:48:44,1734436124450,-5,17/12/2024 06:48:44,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 1,xaswna,1,continue,,2766.6999999999825,2750,2766.6999999999825,2766.6999999999825,2750,2766.6999999999825,0,2766.6999999999825,0,0,,Click To Continue,Card2,6,object-105,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,61,,
179,1734454124453,17/12/2024 16:48:44,1734436124453,-5,17/12/2024 06:48:44,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.699999999982538,0,16.699999999982538,16.699999999982538,0,16.699999999982538,1,16.699999999982538,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,61,,
180,1734454124554,17/12/2024 16:48:44,1734436124554,-5,17/12/2024 06:48:44,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,121.10000000000582,116.60000000000582,121.10000000000582,121.10000000000582,116.60000000000582,121.10000000000582,1,121.10000000000582,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,61,,
181,1734454125000,17/12/2024 16:48:45,1734436125000,-5,17/12/2024 06:48:45,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,1,566.6000000000058,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,61,,
182,1734454125007,17/12/2024 16:48:45,1734436125007,-5,17/12/2024 06:48:45,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,info,audio started,7.900000035762787,0,7.900000035762787,7.900000035762787,0,7.900000035762787,0,7.900000035762787,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,61,,
183,1734454126863,17/12/2024 16:48:46,1734436126863,-5,17/12/2024 06:48:46,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1863.2000000476837,1850.1000000000058,1863.2000000476837,1863.2000000476837,1850.1000000000058,1863.2000000476837,0,1863.2000000476837,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,61,,
184,1734454127609,17/12/2024 16:48:47,1734436127609,-5,17/12/2024 06:48:47,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,response,pep,2609,2600,2609,2609,2600,2609,0,2609,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,58,,
185,1734454127609,17/12/2024 16:48:47,1734436127609,-5,17/12/2024 06:48:47,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,continue,,2610.2000000476837,2600,2610.2000000476837,2610.2000000476837,2600,2610.2000000476837,0,2610.2000000476837,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,58,,
186,1734454127612,17/12/2024 16:48:47,1734436127612,-5,17/12/2024 06:48:47,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,info,audio started,12.900000035762787,0,12.900000035762787,12.900000035762787,0,12.900000035762787,1,12.900000035762787,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,58,,
187,1734454127714,17/12/2024 16:48:47,1734436127714,-5,17/12/2024 06:48:47,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,114.5,100.10000000000582,114.5,114.5,100.10000000000582,114.5,1,114.5,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,58,,
188,1734454128166,17/12/2024 16:48:48,1734436128166,-5,17/12/2024 06:48:48,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,continue,,566.7000000000116,566.7000000000116,566.7000000000116,566.7000000000116,566.7000000000116,566.7000000000116,1,566.7000000000116,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,58,,
189,1734454128174,17/12/2024 16:48:48,1734436128174,-5,17/12/2024 06:48:48,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 1,xaswna,1,info,audio started,8.000000047672074,0,8.000000047672074,8.000000047672074,0,8.000000047672074,0,8.000000047672074,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,58,,
190,1734454130029,17/12/2024 16:48:50,1734436130029,-5,17/12/2024 06:48:50,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1863.1000000119093,1850,1863.1000000119093,1863.1000000119093,1850,1863.1000000119093,0,1863.1000000119093,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,58,,
191,1734454130915,17/12/2024 16:48:50,1734436130915,-5,17/12/2024 06:48:50,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 1,xaswna,1,response,pip,2748.1000000119093,2733.399999999994,2748.1000000119093,2748.1000000119093,2733.399999999994,2748.1000000119093,1,2748.1000000119093,0,0,,Click Response,Card2,6,object-105,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,60,,
192,1734454130915,17/12/2024 16:48:50,1734436130915,-5,17/12/2024 06:48:50,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 1,xaswna,1,continue,,2749.40000002383,2733.399999999994,2749.40000002383,2749.40000002383,2733.399999999994,2749.40000002383,0,2749.40000002383,0,0,,Click To Continue,Card2,6,object-105,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,60,,
193,1734454130918,17/12/2024 16:48:50,1734436130918,-5,17/12/2024 06:48:50,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 2,u6rw25,2,info,audio started,17.20000000001164,0,17.20000000001164,17.20000000001164,0,17.20000000001164,1,17.20000000001164,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,60,,
194,1734454131019,17/12/2024 16:48:51,1734436131019,-5,17/12/2024 06:48:51,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,119.6000000476779,116.69999999998254,119.6000000476779,119.6000000476779,116.69999999998254,119.6000000476779,1,119.6000000476779,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,60,,
195,1734454131466,17/12/2024 16:48:51,1734436131466,-5,17/12/2024 06:48:51,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,5,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,1,566.6000000000058,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,short,0,,,,60,,
196,1734454131476,17/12/2024 16:48:51,1734436131476,-5,17/12/2024 06:48:51,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 1,xaswna,1,info,audio started,10.000000047672074,0,10.000000047672074,10.000000047672074,0,10.000000047672074,0,10.000000047672074,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,60,,
197,1734454133227,17/12/2024 16:48:53,1734436133227,-5,17/12/2024 06:48:53,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1760.500000047672,1750,1760.500000047672,1760.500000047672,1750,1760.500000047672,0,1760.500000047672,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,60,,
198,1734454133772,17/12/2024 16:48:53,1734436133772,-5,17/12/2024 06:48:53,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 1,xaswna,1,response,peb,2305.500000047672,2300,2305.500000047672,2305.500000047672,2300,2305.500000047672,0,2305.500000047672,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,58,,
199,1734454133772,17/12/2024 16:48:53,1734436133772,-5,17/12/2024 06:48:53,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 1,xaswna,1,continue,,2306.2999999999884,2300,2306.2999999999884,2306.2999999999884,2300,2306.2999999999884,0,2306.2999999999884,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,58,,
200,1734454133775,17/12/2024 16:48:53,1734436133775,-5,17/12/2024 06:48:53,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 2,u6rw25,2,info,audio started,8.900000023830216,0,8.900000023830216,8.900000023830216,0,8.900000023830216,1,8.900000023830216,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,58,,
201,1734454133875,17/12/2024 16:48:53,1734436133875,-5,17/12/2024 06:48:53,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,109.50000004767207,100,109.50000004767207,109.50000004767207,100,109.50000004767207,1,109.50000004767207,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,58,,
202,1734454134333,17/12/2024 16:48:54,1734436134333,-5,17/12/2024 06:48:54,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,6,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,1,566.6999999999825,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,short,0,,,,58,,
203,1734454134342,17/12/2024 16:48:54,1734436134342,-5,17/12/2024 06:48:54,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 1,xaswna,1,info,audio started,8.90000001192675,0,8.90000001192675,8.90000001192675,0,8.90000001192675,0,8.90000001192675,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,58,,
204,1734454136196,17/12/2024 16:48:56,1734436136196,-5,17/12/2024 06:48:56,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1863.7000000238477,1850.1000000000058,1863.7000000238477,1863.7000000238477,1850.1000000000058,1863.7000000238477,0,1863.7000000238477,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,58,,
205,1734454136662,17/12/2024 16:48:56,1734436136662,-5,17/12/2024 06:48:56,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 1,xaswna,1,response,mib,2328.8000000476895,2316.7000000000116,2328.8000000476895,2328.8000000476895,2316.7000000000116,2328.8000000476895,1,2328.8000000476895,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,59,,
206,1734454136662,17/12/2024 16:48:56,1734436136662,-5,17/12/2024 06:48:56,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 1,xaswna,1,continue,,2329.9000000119267,2316.7000000000116,2329.9000000119267,2329.9000000119267,2316.7000000000116,2329.9000000119267,0,2329.9000000119267,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,59,,
207,1734454136665,17/12/2024 16:48:56,1734436136665,-5,17/12/2024 06:48:56,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.100000047677895,0,16.100000047677895,16.100000047677895,0,16.100000047677895,1,16.100000047677895,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,59,,
208,1734454136766,17/12/2024 16:48:56,1734436136766,-5,17/12/2024 06:48:56,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,117.1000000476779,116.69999999998254,117.1000000476779,117.1000000476779,116.69999999998254,117.1000000476779,1,117.1000000476779,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,59,,
209,1734454137216,17/12/2024 16:48:57,1734436137216,-5,17/12/2024 06:48:57,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,7,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,566.6999999999825,1,566.6999999999825,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,1,,,,59,,
210,1734454137224,17/12/2024 16:48:57,1734436137224,-5,17/12/2024 06:48:57,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 1,xaswna,1,info,audio started,7.800000023853499,0,7.800000023853499,7.800000023853499,0,7.800000023853499,0,7.800000023853499,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,59,,
211,1734454139000,17/12/2024 16:48:59,1734436139000,-5,17/12/2024 06:48:59,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1783.8000000238535,1783.3000000000175,1783.8000000238535,1783.8000000238535,1783.3000000000175,1783.8000000238535,0,1783.8000000238535,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,59,,
212,1734454140156,17/12/2024 16:49:00,1734436140156,-5,17/12/2024 06:49:00,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 1,xaswna,1,response,kip,2939.4000000476954,2933.3000000000175,2939.4000000476954,2939.4000000476954,2933.3000000000175,2939.4000000476954,1,2939.4000000476954,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,61,,
213,1734454140156,17/12/2024 16:49:00,1734436140156,-5,17/12/2024 06:49:00,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 1,xaswna,1,continue,,2940.5000000119326,2933.3000000000175,2940.5000000119326,2940.5000000119326,2933.3000000000175,2940.5000000119326,0,2940.5000000119326,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,61,,
214,1734454140159,17/12/2024 16:49:00,1734436140159,-5,17/12/2024 06:49:00,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 2,u6rw25,2,info,audio started,10.200000011915108,0,10.200000011915108,10.200000011915108,0,10.200000011915108,1,10.200000011915108,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,61,,
215,1734454140261,17/12/2024 16:49:00,1734436140261,-5,17/12/2024 06:49:00,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,111.6000000476779,99.69999999998254,111.6000000476779,111.6000000476779,99.69999999998254,111.6000000476779,1,111.6000000476779,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,61,,
216,1734454140716,17/12/2024 16:49:00,1734436140716,-5,17/12/2024 06:49:00,170312,15,task-xnib,,42081952,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,8,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,566.6000000000058,1,566.6000000000058,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,kip,kib,kip,k,i,1,short,0,,,,61,,
