Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-urwj,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Spreadsheet: vot,Spreadsheet: coda_vc,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
149,1734498227923,18/12/2024 05:03:47,1734480227923,-5,17/12/2024 19:03:47,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,17,Trials_blk1,Screen 1,rvjw9l,1,continue,,7819.300000011921,7818.100000000006,7819.300000011921,7819.300000011921,7818.100000000006,7819.300000011921,0,7819.300000011921,0,0,,Click To Continue,Card2,6,object-683,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,long,1,,,,84,,
150,1734498227925,18/12/2024 05:03:47,1734480227925,-5,17/12/2024 19:03:47,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,17,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,2.8999999999941792,0,2.8999999999941792,2.8999999999941792,0,2.8999999999941792,1,2.8999999999941792,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,long,1,,,,84,,
151,1734498228028,18/12/2024 05:03:48,1734480228028,-5,17/12/2024 19:03:48,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,17,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,104.20000000001164,97.5,104.20000000001164,104.20000000001164,97.5,104.20000000001164,1,104.20000000001164,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,long,1,,,,84,,
152,1734498228510,18/12/2024 05:03:48,1734480228510,-5,17/12/2024 19:03:48,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,17,Trials_blk1,Screen 3,2d6z4v,2,continue,,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,1,587.7999999999884,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,kib,kip,kib,k,i,1,long,1,,,,84,,
153,1734498228514,18/12/2024 05:03:48,1734480228514,-5,17/12/2024 19:03:48,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 1,rvjw9l,1,info,audio started,4.300000047689537,0,4.300000047689537,4.300000047689537,0,4.300000047689537,0,4.300000047689537,0,0,,Audio Clip,Audio,3,object-680,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,84,,
154,1734498230108,18/12/2024 05:03:50,1734480230108,-5,17/12/2024 19:03:50,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 1,rvjw9l,1,info,audio finished,1598.1000000000058,1594,1598.1000000000058,1598.1000000000058,1594,1598.1000000000058,0,1598.1000000000058,0,0,,Audio Clip,Audio,3,object-680,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,84,,
155,1734498232775,18/12/2024 05:03:52,1734480232775,-5,17/12/2024 19:03:52,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 1,rvjw9l,1,response,pap,4264.400000011927,4260.8000000000175,4264.400000011927,4264.400000011927,4260.8000000000175,4264.400000011927,0,4264.400000011927,0,0,,Click Response,Card2,6,object-683,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,80,,
156,1734498232775,18/12/2024 05:03:52,1734480232775,-5,17/12/2024 19:03:52,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 1,rvjw9l,1,continue,,4264.600000000006,4260.8000000000175,4264.600000000006,4264.600000000006,4260.8000000000175,4264.600000000006,0,4264.600000000006,0,0,,Click To Continue,Card2,6,object-683,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,80,,
157,1734498232776,18/12/2024 05:03:52,1734480232776,-5,17/12/2024 19:03:52,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,5.2999999999883585,0,5.2999999999883585,5.2999999999883585,0,5.2999999999883585,1,5.2999999999883585,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,80,,
158,1734498232878,18/12/2024 05:03:52,1734480232878,-5,17/12/2024 19:03:52,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,103.10000000000582,96.89999999999418,103.10000000000582,103.10000000000582,96.89999999999418,103.10000000000582,1,103.10000000000582,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,80,,
159,1734498233359,18/12/2024 05:03:53,1734480233359,-5,17/12/2024 19:03:53,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,18,Trials_blk1,Screen 3,2d6z4v,2,continue,,587.5999999999767,587.5999999999767,587.5999999999767,587.5999999999767,587.5999999999767,587.5999999999767,1,587.5999999999767,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,pab,pap,pab,p,a,1,long,1,,,,80,,
160,1734498234422,18/12/2024 05:03:54,1734480234422,-5,17/12/2024 19:03:54,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Break,Screen 1,wsvia4,1,continue,,1063.7000000000116,1060.6000000000058,1063.7000000000116,1063.7000000000116,1060.6000000000058,1063.7000000000116,1,1063.7000000000116,0,0,,Click To Continue,Continue Button,2,object-51,Break,,,,,,,,,,,,,,,80,,
161,1734498234427,18/12/2024 05:03:54,1734480234427,-5,17/12/2024 19:03:54,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 1,xaswna,1,info,audio started,6,0,6,6,0,6,0,6,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,80,,
162,1734498236177,18/12/2024 05:03:56,1734480236177,-5,17/12/2024 19:03:56,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1758.1000000000058,1757.6000000000058,1758.1000000000058,1758.1000000000058,1757.6000000000058,1758.1000000000058,0,1758.1000000000058,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,80,,
163,1734498239060,18/12/2024 05:03:59,1734480239060,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 1,xaswna,1,response,kack,4640.500000035769,4636.399999999994,4640.500000035769,4640.500000035769,4636.399999999994,4640.500000035769,0,4640.500000035769,0,0,,Click Response,Card2,6,object-105,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,76,,
164,1734498239060,18/12/2024 05:03:59,1734480239060,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 1,xaswna,1,continue,,4641.100000000006,4636.399999999994,4641.100000000006,4641.100000000006,4636.399999999994,4641.100000000006,0,4641.100000000006,0,0,,Click To Continue,Card2,6,object-105,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,76,,
165,1734498239062,18/12/2024 05:03:59,1734480239062,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 2,u6rw25,2,info,audio started,6.099999999976717,0,6.099999999976717,6.099999999976717,0,6.099999999976717,1,6.099999999976717,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,76,,
166,1734498239165,18/12/2024 05:03:59,1734480239165,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,109.40000004769536,109,109.40000004769536,109.40000004769536,109,109.40000004769536,1,109.40000004769536,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,76,,
167,1734498239648,18/12/2024 05:03:59,1734480239648,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,1,Trials_blk2,Screen 2,u6rw25,2,continue,,587.7000000000116,587.7000000000116,587.7000000000116,587.7000000000116,587.7000000000116,587.7000000000116,1,587.7000000000116,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,long,1,,,,76,,
168,1734498239653,18/12/2024 05:03:59,1734480239653,-5,17/12/2024 19:03:59,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 1,xaswna,1,info,audio started,5.899999999994179,0,5.899999999994179,5.899999999994179,0,5.899999999994179,0,5.899999999994179,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,76,,
169,1734498241588,18/12/2024 05:04:01,1734480241588,-5,17/12/2024 19:04:01,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1945.2000000476837,1939.5,1945.2000000476837,1945.2000000476837,1939.5,1945.2000000476837,0,1945.2000000476837,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,76,,
170,1734498243633,18/12/2024 05:04:03,1734480243633,-5,17/12/2024 19:04:03,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 1,xaswna,1,response,kep,3989.2000000476837,3988,3989.2000000476837,3989.2000000476837,3988,3989.2000000476837,1,3989.2000000476837,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,77,,
171,1734498243633,18/12/2024 05:04:03,1734480243633,-5,17/12/2024 19:04:03,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 1,xaswna,1,continue,,3989.5,3988,3989.5,3989.5,3988,3989.5,0,3989.5,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,77,,
172,1734498243634,18/12/2024 05:04:03,1734480243634,-5,17/12/2024 19:04:03,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 2,u6rw25,2,info,audio started,3.300000011920929,0,3.300000011920929,3.300000011920929,0,3.300000011920929,1,3.300000011920929,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,77,,
173,1734498243739,18/12/2024 05:04:03,1734480243739,-5,17/12/2024 19:04:03,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,104.30000000001746,97.60000000000582,104.30000000001746,104.30000000001746,97.60000000000582,104.30000000001746,1,104.30000000001746,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,77,,
174,1734498244219,18/12/2024 05:04:04,1734480244219,-5,17/12/2024 19:04:04,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,2,Trials_blk2,Screen 2,u6rw25,2,continue,,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,587.7999999999884,1,587.7999999999884,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,short,0,,,,77,,
175,1734498244224,18/12/2024 05:04:04,1734480244224,-5,17/12/2024 19:04:04,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 1,xaswna,1,info,audio started,5.0000000119325705,0,5.0000000119325705,5.0000000119325705,0,5.0000000119325705,0,5.0000000119325705,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,77,,
176,1734498246159,18/12/2024 05:04:06,1734480246159,-5,17/12/2024 19:04:06,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1939.8000000238535,1939.4000000000233,1939.8000000238535,1939.8000000238535,1939.4000000000233,1939.8000000238535,0,1939.8000000238535,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,77,,
177,1734498248256,18/12/2024 05:04:08,1734480248256,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 1,xaswna,1,response,pip,4037.0000000119326,4036.3000000000175,4037.0000000119326,4037.0000000119326,4036.3000000000175,4037.0000000119326,0,4037.0000000119326,0,0,,Click Response,Card1,7,object-106,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,74,,
178,1734498248257,18/12/2024 05:04:08,1734480248257,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 1,xaswna,1,continue,,4037.8000000238535,4036.3000000000175,4037.8000000238535,4037.8000000238535,4036.3000000000175,4037.8000000238535,0,4037.8000000238535,0,0,,Click To Continue,Card1,7,object-106,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,74,,
179,1734498248259,18/12/2024 05:04:08,1734480248259,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,info,audio started,3.600000047677895,0,3.600000047677895,3.600000047677895,0,3.600000047677895,1,3.600000047677895,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,74,,
180,1734498248359,18/12/2024 05:04:08,1734480248359,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,104.20000001191511,103.5,104.20000001191511,104.20000001191511,103.5,104.20000001191511,1,104.20000001191511,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,74,,
181,1734498248844,18/12/2024 05:04:08,1734480248844,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,3,Trials_blk2,Screen 2,u6rw25,2,continue,,588.5,588.5,588.5,588.5,588.5,588.5,1,588.5,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,long,1,,,,74,,
182,1734498248849,18/12/2024 05:04:08,1734480248849,-5,17/12/2024 19:04:08,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,info,audio started,5.200000011915108,0,5.200000011915108,5.200000011915108,0,5.200000011915108,0,5.200000011915108,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,74,,
183,1734498250704,18/12/2024 05:04:10,1734480250704,-5,17/12/2024 19:04:10,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,info,audio finished,1860.3999999999942,1860,1860.3999999999942,1860.3999999999942,1860,1860.3999999999942,0,1860.3999999999942,0,0,,Audio Clip,Audio,3,object-102,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,74,,
184,1734498251989,18/12/2024 05:04:11,1734480251989,-5,17/12/2024 19:04:11,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,response,peb,3144.500000023836,3139.100000000006,3144.500000023836,3144.500000023836,3139.100000000006,3144.500000023836,1,3144.500000023836,0,0,,Click Response,Card2,6,object-105,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,75,,
185,1734498251993,18/12/2024 05:04:11,1734480251993,-5,17/12/2024 19:04:11,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 1,xaswna,1,continue,,3145.500000000029,3139.100000000006,3145.500000000029,3145.500000000029,3139.100000000006,3145.500000000029,0,3145.500000000029,0,0,,Click To Continue,Card2,6,object-105,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,75,,
186,1734498251996,18/12/2024 05:04:11,1734480251996,-5,17/12/2024 19:04:11,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,info,audio started,6.400000000023283,0,6.400000000023283,6.400000000023283,0,6.400000000023283,1,6.400000000023283,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,75,,
187,1734498252099,18/12/2024 05:04:12,1734480252099,-5,17/12/2024 19:04:12,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,115.70000003575115,114.79999999998836,115.70000003575115,115.70000003575115,114.79999999998836,115.70000003575115,1,115.70000003575115,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,75,,
188,1734498252571,18/12/2024 05:04:12,1734480252571,-5,17/12/2024 19:04:12,170312,15,task-xnib,,42090829,BLIND,12291266,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1707x791,,,0,Coda prediction task (Single stim LONG),26,headphone_test_accept,12-11-24,12-11-24,4,Trials_blk2,Screen 2,u6rw25,2,continue,,587.5,587.5,587.5,587.5,587.5,587.5,1,587.5,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,long,1,,,,75,,
