"","Participant.Private.ID","Display","Response","Correct","Spreadsheet..sent","Spreadsheet..sent_1","Spreadsheet..word_1","Spreadsheet..card_1","Spreadsheet..card_2","Spreadsheet..corr_1","Spreadsheet..cons","Spreadsheet..vowel","Spreadsheet..target"
"911",14412928,"Trials_blk1","audio finished",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"912",14412928,"Trials_blk1","",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"913",14412928,"Trials_blk1","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"914",14412928,"Trials_blk1","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"915",14412928,"Trials_blk1","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"916",14412928,"Trials_blk1","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"917",14412928,"Trials_blk1","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"918",14412928,"Trials_blk1","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"919",14412928,"Trials_blk1","pep",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"920",14412928,"Trials_blk1","",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"921",14412928,"Trials_blk1","audio started",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"922",14412928,"Trials_blk1","audio finished",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"923",14412928,"Trials_blk1","",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"924",14412928,"Trials_blk1","audio started",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"925",14412928,"Trials_blk1","audio finished",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"926",14412928,"Trials_blk1","mib",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"927",14412928,"Trials_blk1","",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"928",14412928,"Trials_blk1","audio started",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"929",14412928,"Trials_blk1","audio finished",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"930",14412928,"Trials_blk1","",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"931",14412928,"Trials_blk1","audio started",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"932",14412928,"Trials_blk1","audio finished",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"933",14412928,"Trials_blk1","audio started",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"934",14412928,"Trials_blk1","audio finished",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"935",14412928,"Trials_blk1","audio started",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"936",14412928,"Trials_blk1","audio finished",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"937",14412928,"Trials_blk1","audio started",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"938",14412928,"Trials_blk1","audio finished",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"939",14412928,"Trials_blk1","kep",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"940",14412928,"Trials_blk1","",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"941",14412928,"Trials_blk1","audio started",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"942",14412928,"Trials_blk1","audio finished",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"943",14412928,"Trials_blk1","",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","kep","keb","kep","k","e",1
"944",14412928,"Trials_blk1","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"945",14412928,"Trials_blk1","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"946",14412928,"Trials_blk1","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"947",14412928,"Trials_blk1","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"948",14412928,"Trials_blk1","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"949",14412928,"Trials_blk1","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"950",14412928,"Trials_blk1","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"951",14412928,"Trials_blk1","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"952",14412928,"Trials_blk1","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"953",14412928,"Trials_blk1","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"954",14412928,"Trials_blk1","kack",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"955",14412928,"Trials_blk1","",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"956",14412928,"Trials_blk1","audio started",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"957",14412928,"Trials_blk1","audio finished",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"958",14412928,"Trials_blk1","",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"959",14412928,"Trials_blk1","audio started",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"960",14412928,"Trials_blk1","audio finished",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"961",14412928,"Trials_blk1","pip",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"962",14412928,"Trials_blk1","",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"963",14412928,"Trials_blk1","audio started",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"964",14412928,"Trials_blk1","audio finished",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"965",14412928,"Trials_blk1","",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"966",14412928,"Trials_blk1","audio started",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"967",14412928,"Trials_blk1","audio finished",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"968",14412928,"Trials_blk1","kip",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"969",14412928,"Trials_blk1","",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"970",14412928,"Trials_blk1","audio started",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"971",14412928,"Trials_blk1","audio finished",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"972",14412928,"Trials_blk1","",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"973",14412928,"Trials_blk1","audio started",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"974",14412928,"Trials_blk1","audio finished",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"975",14412928,"Trials_blk1","pap",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"976",14412928,"Trials_blk1","",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"977",14412928,"Trials_blk1","audio started",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"978",14412928,"Trials_blk1","audio finished",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"979",14412928,"Trials_blk1","",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"980",14412928,"Break","",1,"","","","","","","","",NA
"981",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"982",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"983",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"984",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"985",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"986",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"987",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"988",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"989",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"990",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"991",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"992",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"993",14412928,"Trials_blk2","audio started",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"994",14412928,"Trials_blk2","audio finished",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"995",14412928,"Trials_blk2","kack",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"996",14412928,"Trials_blk2","",0,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"997",14412928,"Trials_blk2","audio started",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"998",14412928,"Trials_blk2","audio finished",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"999",14412928,"Trials_blk2","",1,"Ted has a pup named ___","ka_150_sent.mp3","ka_150_word.mp3","kag","kack","kag","k","a",1
"1000",14412928,"Trials_blk2","audio started",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1001",14412928,"Trials_blk2","audio finished",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1002",14412928,"Trials_blk2","kep",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1003",14412928,"Trials_blk2","",0,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1004",14412928,"Trials_blk2","audio started",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1005",14412928,"Trials_blk2","audio finished",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1006",14412928,"Trials_blk2","",1,"Pat had a toad that said ___","ke_50_sent.mp3","ke_50_word.mp3","keb","kep","kep","k","e",1
"1007",14412928,"Trials_blk2","audio started",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1008",14412928,"Trials_blk2","audio finished",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1009",14412928,"Trials_blk2","pip",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1010",14412928,"Trials_blk2","",0,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1011",14412928,"Trials_blk2","audio started",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1012",14412928,"Trials_blk2","audio finished",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1013",14412928,"Trials_blk2","",1,"Kat has a tag that read ___","pi_125_sent.mp3","pi_125_word.mp3","pip","pib","pib","p","i",1
"1014",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1015",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1016",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1017",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1018",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1019",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1020",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1021",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1022",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1023",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1024",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1025",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1026",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1027",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1028",14412928,"Trials_blk2","pep",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1029",14412928,"Trials_blk2","",0,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1030",14412928,"Trials_blk2","audio started",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1031",14412928,"Trials_blk2","audio finished",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1032",14412928,"Trials_blk2","",1,"Todd has a cat named ___","pe_125_sent.mp3","pe_125_word.mp3","pep","peb","peb","p","e",1
"1033",14412928,"Trials_blk2","audio started",0,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1034",14412928,"Trials_blk2","audio finished",0,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1035",14412928,"Trials_blk2","pip",1,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1036",14412928,"Trials_blk2","",0,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1037",14412928,"Trials_blk2","audio started",1,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1038",14412928,"Trials_blk2","audio finished",1,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1039",14412928,"Trials_blk2","",1,"Kat has a tag that read ___","pi_25_sent.mp3","pi_25_word.mp3","pip","pib","pip","p","i",1
"1040",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1041",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1042",14412928,"Trials_blk2","pep",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1043",14412928,"Trials_blk2","",0,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1044",14412928,"Trials_blk2","audio started",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1045",14412928,"Trials_blk2","audio finished",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1046",14412928,"Trials_blk2","",1,"Todd has a cat named ___","pe_25_sent.mp3","pe_25_word.mp3","peb","pep","pep","p","e",1
"1047",14412928,"Trials_blk2","audio started",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1048",14412928,"Trials_blk2","audio finished",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1049",14412928,"Trials_blk2","mib",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1050",14412928,"Trials_blk2","",0,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1051",14412928,"Trials_blk2","audio started",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1052",14412928,"Trials_blk2","audio finished",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1053",14412928,"Trials_blk2","",1,"Kat has a tag that read ___","mib_sent.mp3","mib_word.mp3","mib","bib","mib","m","i",0
"1054",14412928,"Trials_blk2","audio started",0,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1055",14412928,"Trials_blk2","audio finished",0,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1056",14412928,"Trials_blk2","kip",1,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1057",14412928,"Trials_blk2","",0,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1058",14412928,"Trials_blk2","audio started",1,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1059",14412928,"Trials_blk2","audio finished",1,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1060",14412928,"Trials_blk2","",1,"Peg has a tot that said ___","ki_50_sent.mp3","ki_50_word.mp3","kip","kib","kip","k","i",1
"1061",14412928,"Attention","B",1,"","","","","","","","",NA
"1062",14412928,"Attention","audio started",1,"","","","","","","","",NA
"1063",14412928,"Attention","audio finished",1,"","","","","","","","",NA
"1064",14412928,"Attention","",1,"","","","","","","","",NA
"1065",14412928,"Trials_blk2","audio started",0,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1066",14412928,"Trials_blk2","audio finished",0,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1067",14412928,"Trials_blk2","kep",0,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1068",14412928,"Trials_blk2","",0,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1069",14412928,"Trials_blk2","audio started",1,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1070",14412928,"Trials_blk2","audio finished",1,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1071",14412928,"Trials_blk2","",1,"Pat had a toad that said ___","ke_150_sent.mp3","ke_150_word.mp3","keb","kep","keb","k","e",1
"1072",14412928,"Trials_blk2","audio started",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1073",14412928,"Trials_blk2","audio finished",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1074",14412928,"Trials_blk2","kip",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1075",14412928,"Trials_blk2","",0,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1076",14412928,"Trials_blk2","audio started",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1077",14412928,"Trials_blk2","audio finished",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1078",14412928,"Trials_blk2","",1,"Peg has a tot that said ___","ki_150_sent.mp3","ki_150_word.mp3","kip","kib","kib","k","i",1
"1079",14412928,"Trials_blk2","audio started",0,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1080",14412928,"Trials_blk2","audio finished",0,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1081",14412928,"Trials_blk2","neb",1,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1082",14412928,"Trials_blk2","",0,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1083",14412928,"Trials_blk2","audio started",1,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1084",14412928,"Trials_blk2","audio finished",1,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1085",14412928,"Trials_blk2","",1,"Pat had a toad that said ___","neb_sent.mp3","neb_word.mp3","neb","geb","neb","n","e",0
"1086",14412928,"Trials_blk2","audio started",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1087",14412928,"Trials_blk2","audio finished",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1088",14412928,"Trials_blk2","pap",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1089",14412928,"Trials_blk2","",0,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1090",14412928,"Trials_blk2","audio started",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1091",14412928,"Trials_blk2","audio finished",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1092",14412928,"Trials_blk2","",1,"Kip has a toad named ___","pa_125_sent.mp3","pa_125_word.mp3","pab","pap","pab","p","a",1
"1093",14412928,"Trials_blk2","audio started",0,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1094",14412928,"Trials_blk2","audio finished",0,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1095",14412928,"Trials_blk2","beb",1,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1096",14412928,"Trials_blk2","",0,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1097",14412928,"Trials_blk2","audio started",1,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1098",14412928,"Trials_blk2","audio finished",1,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1099",14412928,"Trials_blk2","",1,"Todd has a cat named ___","beb_sent.mp3","beb_word.mp3","meb","beb","beb","b","e",0
"1100",14412928,"Trials_blk2","audio started",0,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
"1101",14412928,"Trials_blk2","audio finished",0,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
"1102",14412928,"Trials_blk2","bib",1,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
"1103",14412928,"Trials_blk2","",0,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
"1104",14412928,"Trials_blk2","audio started",1,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
"1105",14412928,"Trials_blk2","audio finished",1,"Kat has a tag that read ___","bib_sent.mp3","bib_word.mp3","bib","mib","bib","b","i",0
